max_fare,PU_zone_name_max,DO_zone_name_max,min_fare,PU_zone_name_min,DO_zone_name_min,sum_fares,num_ccs,num_cash,day_avgs,source,month,year,url,filename
8019.6,Clinton Hill,Flatbush/Ditmas Park,2.5,Grymes Hill/Clifton,Greenwich Village South,140218949.64999983,5949248,2552832,"[16.69179678042714, 16.510400053151663, 16.71137923909373, 17.120036720399575, 16.740892653157353, 15.180810161548395, 16.68497628427461]",yellow,06,2018,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2018-06.csv,yellow-2018-06.csv
2656.3,Randalls Island,Randalls Island,2.5,Sunset Park East,Sunset Park East,124147085.13999988,5225423,2430346,"[16.33273637212536, 16.078837637647375, 16.44159591011471, 16.762500798347855, 16.41261977015728, 15.41688680154446, 16.032040304406475]",yellow,07,2018,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2018-07.csv,yellow-2018-07.csv
1002.8,Willets Point,Belmont,2.75,Brighton Beach,East Harlem South,124473948.58999999,5247132,2416566,"[16.34671148851257, 15.954752665393537, 16.180110012360945, 16.636722640882677, 16.446974037635787, 15.506463853162199, 16.437949518567816]",yellow,08,2018,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2018-08.csv,yellow-2018-08.csv
2759.37,Long Island City/Queens Plaza,Long Island City/Queens Plaza,2.58,Sunset Park East,Sunset Park East,130747248.7900001,5524116,2329865,"[16.742724605408654, 16.684574639233915, 16.86277778032094, 17.431939317639475, 17.096793078785687, 15.592232138998636, 16.30795825962233]",yellow,09,2018,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2018-09.csv,yellow-2018-09.csv
10005.72,Central Harlem North,Central Harlem North,2.5,Kensington,Port Richmond,143941175.80000007,6102371,2484980,"[16.72620932723265, 16.649595799797865, 16.863703216411263, 17.414885997895812, 17.41340075492293, 15.47824433632315, 16.74825972356284]",yellow,10,2018,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2018-10.csv,yellow-2018-10.csv
187437.76,West Concourse,West Concourse,2.5,Midwood,Midwood,131735989.18000014,5598179,2319733,"[16.67856950124622, 16.568873895689492, 16.86144515546432, 17.465772282201517, 16.74108287882555, 15.364328472672282, 16.63825648232286]",yellow,11,2018,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2018-11.csv,yellow-2018-11.csv
1302.8,Randalls Island,Randalls Island,2.5,Midwood,Jamaica Bay,129298919.70000032,5469089,2464152,"[15.880268234615116, 16.502224394045818, 16.781095773850716, 17.124663026791886, 16.7103146792346, 15.513279555504479, 15.844523550177373]",yellow,12,2018,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2018-12.csv,yellow-2018-12.csv
9001.3,Upper West Side North,Lincoln Square East,2.5,Port Richmond,East Concourse/Concourse Village,144279922.6200002,6379972,3075429,"[15.338363680699894, 15.279121787748142, 15.502211043158713, 15.687362800092169, 15.456254448615399, 14.270803568630958, 15.285054179561177]",yellow,01,2017,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2017-01.csv,yellow-2017-01.csv
361772.02,University Heights/Morris Heights,Midtown East,2.5,Jamaica Bay,Jamaica Bay,138075428.79000008,6143180,2788244,"[15.824213743839831, 15.447554020849733, 15.805930874010587, 15.428386859292806, 15.976752777775783, 14.619639712981133, 15.16223263927905]",yellow,02,2017,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2017-02.csv,yellow-2017-02.csv
2759.37,Long Island City/Queens Plaza,Long Island City/Queens Plaza,2.5,East Concourse/Concourse Village,East Concourse/Concourse Village,160608950.95,6852741,3158103,"[16.253471540410782, 15.587673226983263, 16.407912152100714, 16.83335983146811, 16.363527256298138, 14.72846681874079, 15.774901499063544]",yellow,03,2017,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2017-03.csv,yellow-2017-03.csv
2759.37,Long Island City/Queens Plaza,Long Island City/Queens Plaza,2.5,Upper West Side South,Upper West Side South,157805708.48000026,6582346,3218460,"[16.238098410418512, 15.8474232945667, 16.334096088564078, 16.729619637485396, 16.492587129525585, 15.21271383833257, 16.067581313667706]",yellow,04,2017,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2017-04.csv,yellow-2017-04.csv
10000.99,Randalls Island,Randalls Island,2.5,Sunset Park East,Sunset Park East,162565468.62999955,6665121,3188937,"[16.68056918781115, 16.613605641476855, 16.652247495026742, 17.084704381477014, 16.95317430585022, 15.175577369871172, 16.199937021087848]",yellow,05,2017,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2017-05.csv,yellow-2017-05.csv
630463.12,Lincoln Square East,Lincoln Square East,2.5,Marble Hill,Morrisania/Melrose,155066501.59999987,6405181,3015451,"[16.428061369635166, 16.832680591419244, 16.839518333992725, 16.849987931122925, 16.4314038502475, 15.134437272219968, 16.616657678476127]",yellow,06,2017,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2017-06.csv,yellow-2017-06.csv
6667.45,Kensington,Kew Gardens Hills,2.5,Flatlands,Flatlands,135705407.42,5554778,2829707,"[16.16080953116811, 16.239126263039925, 16.366733626716755, 16.65602798235981, 16.413773271881638, 15.41317213634631, 16.133284992419547]",yellow,07,2017,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2017-07.csv,yellow-2017-07.csv
9999.99,Randalls Island,Randalls Island,2.55,Charleston/Tottenville,Lincoln Square West,133222391.43,5467619,2760545,"[16.18817538377447, 15.974554600354512, 16.23817146901799, 16.57267683133097, 16.320701390493486, 15.472044340109584, 16.480870022389134]",yellow,08,2017,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2017-08.csv,yellow-2017-08.csv
2434.5,Randalls Island,Randalls Island,2.5,Hunts Point,Hunts Point,143978049.89999965,5917928,2820794,"[17.003479571587736, 16.774968215907435, 16.60029008336997, 16.94661519414601, 16.60337951143848, 15.255264901298677, 16.493328265911586]",yellow,09,2017,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2017-09.csv,yellow-2017-09.csv
404114.66,Murray Hill-Queens,Murray Hill-Queens,2.5,Midtown East,Clinton Hill,157199999.64000005,6533053,3001513,"[16.508233713772068, 16.494113352785646, 16.76430229135678, 17.00544789367532, 16.949166517970564, 15.377016031000066, 16.326561901900913]",yellow,10,2017,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2017-10.csv,yellow-2017-10.csv
992.9,TriBeCa/Civic Center,Laurelton,2.5,Laurelton,Laurelton,147294435.66999984,6214715,2826732,"[16.533613275474405, 16.36902994892654, 16.594955685787696, 16.748721744994977, 16.157110358518086, 15.393352730935485, 16.069636546984956]",yellow,11,2017,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2017-11.csv,yellow-2017-11.csv
3029.8,Glen Oaks,Madison,2.5,Upper East Side South,Upper East Side South,147676425.24000013,6171960,3065382,"[16.24847588839726, 16.277582292520293, 16.383555710693344, 16.555677173008583, 16.35030454996798, 14.997258499568273, 15.299447502595935]",yellow,12,2017,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2017-12.csv,yellow-2017-12.csv
