source,month,year,url,filename
fhv,09,2016,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2016-09.csv,fhv-2016-09.csv
yellow,10,2016,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2016-10.csv,yellow-2016-10.csv
green,10,2016,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2016-10.csv,green-2016-10.csv
fhv,10,2016,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2016-10.csv,fhv-2016-10.csv
yellow,11,2016,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2016-11.csv,yellow-2016-11.csv
green,11,2016,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2016-11.csv,green-2016-11.csv
fhv,11,2016,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2016-11.csv,fhv-2016-11.csv
yellow,12,2016,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2016-12.csv,yellow-2016-12.csv
green,12,2016,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2016-12.csv,green-2016-12.csv
fhv,12,2016,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2016-12.csv,fhv-2016-12.csv
yellow,01,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2015-01.csv,yellow-2015-01.csv
green,01,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2015-01.csv,green-2015-01.csv
fhv,01,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2015-01.csv,fhv-2015-01.csv
yellow,02,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2015-02.csv,yellow-2015-02.csv
green,02,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2015-02.csv,green-2015-02.csv
fhv,02,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2015-02.csv,fhv-2015-02.csv
yellow,03,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2015-03.csv,yellow-2015-03.csv
green,03,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2015-03.csv,green-2015-03.csv
fhv,03,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2015-03.csv,fhv-2015-03.csv
yellow,04,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2015-04.csv,yellow-2015-04.csv
green,04,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2015-04.csv,green-2015-04.csv
fhv,04,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2015-04.csv,fhv-2015-04.csv
yellow,05,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2015-05.csv,yellow-2015-05.csv
green,05,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2015-05.csv,green-2015-05.csv
fhv,05,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2015-05.csv,fhv-2015-05.csv
yellow,06,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2015-06.csv,yellow-2015-06.csv
green,06,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2015-06.csv,green-2015-06.csv
fhv,06,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2015-06.csv,fhv-2015-06.csv
yellow,07,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2015-07.csv,yellow-2015-07.csv
green,07,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2015-07.csv,green-2015-07.csv
fhv,07,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2015-07.csv,fhv-2015-07.csv
yellow,08,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2015-08.csv,yellow-2015-08.csv
green,08,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2015-08.csv,green-2015-08.csv
fhv,08,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2015-08.csv,fhv-2015-08.csv
yellow,09,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2015-09.csv,yellow-2015-09.csv
green,09,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2015-09.csv,green-2015-09.csv
fhv,09,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2015-09.csv,fhv-2015-09.csv
yellow,10,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2015-10.csv,yellow-2015-10.csv
green,10,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2015-10.csv,green-2015-10.csv
fhv,10,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2015-10.csv,fhv-2015-10.csv
yellow,11,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2015-11.csv,yellow-2015-11.csv
green,11,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2015-11.csv,green-2015-11.csv
fhv,11,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2015-11.csv,fhv-2015-11.csv
yellow,12,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2015-12.csv,yellow-2015-12.csv
green,12,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2015-12.csv,green-2015-12.csv
fhv,12,2015,https://s3.amazonaws.com/nyc-tlc/trip+data/fhv_tripdata_2015-12.csv,fhv-2015-12.csv
yellow,01,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2014-01.csv,yellow-2014-01.csv
green,01,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2014-01.csv,green-2014-01.csv
yellow,02,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2014-02.csv,yellow-2014-02.csv
green,02,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2014-02.csv,green-2014-02.csv
yellow,03,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2014-03.csv,yellow-2014-03.csv
green,03,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2014-03.csv,green-2014-03.csv
yellow,04,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2014-04.csv,yellow-2014-04.csv
green,04,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2014-04.csv,green-2014-04.csv
yellow,05,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2014-05.csv,yellow-2014-05.csv
green,05,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2014-05.csv,green-2014-05.csv
yellow,06,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2014-06.csv,yellow-2014-06.csv
green,06,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2014-06.csv,green-2014-06.csv
yellow,07,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2014-07.csv,yellow-2014-07.csv
green,07,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2014-07.csv,green-2014-07.csv
yellow,08,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2014-08.csv,yellow-2014-08.csv
green,08,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2014-08.csv,green-2014-08.csv
yellow,09,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2014-09.csv,yellow-2014-09.csv
green,09,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2014-09.csv,green-2014-09.csv
yellow,10,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2014-10.csv,yellow-2014-10.csv
green,10,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2014-10.csv,green-2014-10.csv
yellow,11,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2014-11.csv,yellow-2014-11.csv
green,11,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2014-11.csv,green-2014-11.csv
yellow,12,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2014-12.csv,yellow-2014-12.csv
green,12,2014,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2014-12.csv,green-2014-12.csv
yellow,01,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2013-01.csv,yellow-2013-01.csv
yellow,02,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2013-02.csv,yellow-2013-02.csv
yellow,03,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2013-03.csv,yellow-2013-03.csv
yellow,04,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2013-04.csv,yellow-2013-04.csv
yellow,05,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2013-05.csv,yellow-2013-05.csv
yellow,06,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2013-06.csv,yellow-2013-06.csv
yellow,07,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2013-07.csv,yellow-2013-07.csv
yellow,08,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2013-08.csv,yellow-2013-08.csv
green,08,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2013-08.csv,green-2013-08.csv
yellow,09,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2013-09.csv,yellow-2013-09.csv
green,09,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2013-09.csv,green-2013-09.csv
yellow,10,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2013-10.csv,yellow-2013-10.csv
green,10,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2013-10.csv,green-2013-10.csv
yellow,11,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2013-11.csv,yellow-2013-11.csv
green,11,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2013-11.csv,green-2013-11.csv
yellow,12,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2013-12.csv,yellow-2013-12.csv
green,12,2013,https://s3.amazonaws.com/nyc-tlc/trip+data/green_tripdata_2013-12.csv,green-2013-12.csv
yellow,01,2012,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2012-01.csv,yellow-2012-01.csv
yellow,02,2012,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2012-02.csv,yellow-2012-02.csv
yellow,03,2012,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2012-03.csv,yellow-2012-03.csv
yellow,04,2012,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2012-04.csv,yellow-2012-04.csv
yellow,05,2012,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2012-05.csv,yellow-2012-05.csv
yellow,06,2012,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2012-06.csv,yellow-2012-06.csv
yellow,07,2012,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2012-07.csv,yellow-2012-07.csv
yellow,08,2012,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2012-08.csv,yellow-2012-08.csv
yellow,09,2012,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2012-09.csv,yellow-2012-09.csv
yellow,10,2012,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2012-10.csv,yellow-2012-10.csv
yellow,11,2012,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2012-11.csv,yellow-2012-11.csv
yellow,12,2012,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2012-12.csv,yellow-2012-12.csv
yellow,01,2011,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2011-01.csv,yellow-2011-01.csv
yellow,02,2011,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2011-02.csv,yellow-2011-02.csv
yellow,03,2011,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2011-03.csv,yellow-2011-03.csv
yellow,04,2011,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2011-04.csv,yellow-2011-04.csv
yellow,05,2011,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2011-05.csv,yellow-2011-05.csv
yellow,06,2011,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2011-06.csv,yellow-2011-06.csv
yellow,07,2011,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2011-07.csv,yellow-2011-07.csv
yellow,08,2011,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2011-08.csv,yellow-2011-08.csv
yellow,09,2011,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2011-09.csv,yellow-2011-09.csv
yellow,10,2011,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2011-10.csv,yellow-2011-10.csv
yellow,11,2011,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2011-11.csv,yellow-2011-11.csv
yellow,12,2011,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2011-12.csv,yellow-2011-12.csv
yellow,01,2010,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2010-01.csv,yellow-2010-01.csv
yellow,02,2010,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2010-02.csv,yellow-2010-02.csv
yellow,03,2010,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2010-03.csv,yellow-2010-03.csv
yellow,04,2010,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2010-04.csv,yellow-2010-04.csv
yellow,05,2010,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2010-05.csv,yellow-2010-05.csv
yellow,06,2010,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2010-06.csv,yellow-2010-06.csv
yellow,07,2010,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2010-07.csv,yellow-2010-07.csv
yellow,08,2010,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2010-08.csv,yellow-2010-08.csv
yellow,09,2010,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2010-09.csv,yellow-2010-09.csv
yellow,10,2010,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2010-10.csv,yellow-2010-10.csv
yellow,11,2010,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2010-11.csv,yellow-2010-11.csv
yellow,12,2010,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2010-12.csv,yellow-2010-12.csv
yellow,01,2009,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2009-01.csv,yellow-2009-01.csv
yellow,02,2009,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2009-02.csv,yellow-2009-02.csv
yellow,03,2009,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2009-03.csv,yellow-2009-03.csv
yellow,04,2009,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2009-04.csv,yellow-2009-04.csv
yellow,05,2009,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2009-05.csv,yellow-2009-05.csv
yellow,06,2009,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2009-06.csv,yellow-2009-06.csv
yellow,07,2009,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2009-07.csv,yellow-2009-07.csv
yellow,08,2009,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2009-08.csv,yellow-2009-08.csv
yellow,09,2009,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2009-09.csv,yellow-2009-09.csv
yellow,10,2009,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2009-10.csv,yellow-2009-10.csv
yellow,11,2009,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2009-11.csv,yellow-2009-11.csv
yellow,12,2009,https://s3.amazonaws.com/nyc-tlc/trip+data/yellow_tripdata_2009-12.csv,yellow-2009-12.csv
